country	pm_id	lr	url	comment
GR	Ε.Κ.	C	https://en.wikipedia.org/wiki/Union_of_Centrists	-
GR	ΑΝ.ΕΛ.	R	https://en.wikipedia.org/wiki/Independent_Greeks	-
GR	ΔΗΜ.ΑΡ	CLL	https://en.wikipedia.org/wiki/Democratic_Left_(Greece)	-
GR	ΔΗ.ΣΥ.	CL	https://en.wikipedia.org/wiki/Democratic_Alignment_(2015)	-
GR	Ε.Λ.	RRF	https://en.wikipedia.org/wiki/Greek_Solution	-
GR	ΚΙΝ.ΑΛ.	CL	https://en.wikipedia.org/wiki/PASOK_–_Movement_for_Change	-
GR	Κ.Κ.Ε.	FL	https://en.wikipedia.org/wiki/Communist_Party_of_Greece	-
GR	ΛΑ.Ε.	LLF	https://en.wikipedia.org/wiki/Popular_Unity_(Greece)	-
GR	Χ.Α.	FR	https://en.wikipedia.org/wiki/Golden_Dawn_(Greece)	-
GR	ΜέΡΑ25	L	https://en.wikipedia.org/wiki/MeRA25	-
GR	Ν.Δ.	CR	https://en.wikipedia.org/wiki/New_Democracy_(Greece)	-
GR	ΠΑ.ΣΟ.Κ.	CL	https://en.wikipedia.org/wiki/PASOK	-
GR	ΣΥ.ΡΙΖ.Α.	CLL	https://en.wikipedia.org/wiki/Syriza	-
GR	Τ.Π.	CCL	https://en.wikipedia.org/wiki/The_River_(Greece)	-
